RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value
40.656,Sell,25.758,Sell,9.718,Oversold,-0.026,Sell,0.0786,Less Volatility,40.196,Sell,-136.1638,Sell,-0.1007,Sell,32.063,Sell,-6.936,Sell,-87.879,Oversold,-0.1840,Sell,Buy (0) ,Strong Sell,1600,+0.63,IEYHO,2023-03-22,SAT,1.642,SAT,1.729,SAT,1.728,SAT,1.728,SAT,1.898,AL,1.423,SAT,Buy (2)
35.279,Sell,19.231,Oversold,8.904,Oversold,-2.415,Sell,2.1286,Less Volatility,40.242,Sell,-131.8164,Sell,-1.5114,Sell,23.284,Oversold,-8.195,Sell,-91.026,Oversold,-3.3420,Sell,Buy (0) ,Strong Sell,38840,+0.73,KOZAA,2023-03-22,SAT,39.228,SAT,40.542,SAT,42.171,SAT,47.372,SAT,46.598,AL,37.415,SAT,Buy (1)
43.499,Sell,21.608,Sell,0.000,Oversold,0.200,Buy,0.8007,Less Volatility,36.594,Sell,-166.6799,Sell,-0.9829,Sell,23.601,Oversold,-20.117,Sell,-95.327,Oversold,-1.7740,Sell,Buy (1) ,Strong Sell,957,0.00,AFYON,2023-03-22,SAT,9.98,SAT,10.53,SAT,11.11,AL,9.13,AL,8.41,AL,6.36,SAT,Buy (5)
52.511,Neutral,17.206,Oversold,29.733,Sell,0.075,Buy,0.8529,Less Volatility,18.627,Neutral,-36.1251,Neutral,0.0000,Neutral,41.564,Sell,0.319,Buy,-68.914,Sell,0.2320,Buy,Buy (3) ,Neutral,12580,+3.11,BERA,2023-03-22,AL,12.232,SAT,12.646,AL,12.480,AL,12.024,SAT,13.234,AL,10.809,AL,Buy (10)
73.620,Buy,65.537,Buy,100.000,Overbought,0.150,Buy,0.1507,High Volatility,64.680,Buy,175.9035,Buy,0.3179,Buy,59.067,Buy,20.937,Buy,-5.128,Overbought,0.6000,Buy,Buy (9) ,Strong Buy,389,+2.10,PEKGY,2023-03-22,AL,3.70,AL,3.59,AL,3.40,AL,3.27,AL,3.31,AL,2.57,AL,Buy (12)
34.669,Sell,15.804,Oversold,2.460,Oversold,-0.178,Sell,0.1650,Less Volatility,45.190,Sell,-125.7658,Sell,-0.3629,Sell,24.635,Oversold,-14.375,Sell,-94.505,Oversold,-0.6400,Sell,Buy (0) ,Strong Sell,4110,+0.24,HLGYO,2023-03-22,SAT,4.190,SAT,4.398,SAT,4.637,SAT,4.751,SAT,4.981,AL,3.890,SAT,Buy (2)
30.456,Sell,20.004,Sell,0.000,Oversold,-0.234,Sell,0.1621,Less Volatility,61.198,Sell,-134.6366,Sell,-0.4357,Sell,26.770,Oversold,-16.587,Sell,-97.778,Oversold,-0.6580,Sell,Buy (0) ,Strong Sell,3480,-1.42,VKGYO,2023-03-22,SAT,3.608,SAT,3.851,SAT,4.048,SAT,4.377,SAT,4.486,SAT,3.594,SAT,Buy (0)
43.653,Sell,10.827,Oversold,2.064,Oversold,-0.254,Sell,3.5907,Less Volatility,40.498,Sell,-97.0917,Sell,-4.0571,Sell,32.131,Sell,-20.756,Sell,-95.570,Oversold,-5.1180,Sell,Buy (0) ,Strong Sell,36840,+0.66,ISDMR,2023-03-22,SAT,37.560,SAT,39.532,SAT,42.762,SAT,37.312,AL,33.831,AL,29.382,SAT,Buy (4)
38.381,Sell,34.211,Sell,0.000,Oversold,-0.081,Sell,0.7650,High Volatility,38.506,Sell,-153.5362,Sell,-1.5571,Sell,32.116,Sell,-3.477,Sell,-98.223,Oversold,-2.5620,Sell,Buy (0) ,Strong Sell,8050,-3.94,GLRYH,2023-03-22,SAT,9.184,SAT,10.065,SAT,9.387,SAT,9.445,SAT,9.015,AL,6.231,SAT,Buy (2)
46.854,Neutral,37.028,Sell,25.721,Sell,-0.008,Sell,0.3450,High Volatility,31.224,Sell,-22.7998,Neutral,-0.0129,Sell,26.970,Oversold,10.695,Buy,-68.323,Sell,-0.2160,Sell,Buy (1) ,Strong Sell,4120,0.00,YESIL,2023-03-22,SAT,4.310,SAT,4.491,AL,4.136,SAT,4.419,SAT,4.176,AL,2.881,SAT,Buy (4)
47.204,Neutral,22.301,Sell,9.850,Oversold,0.080,Buy,4.0107,High Volatility,24.790,Sell,-99.3881,Sell,-2.4714,Sell,36.199,Sell,-3.472,Sell,-82.818,Oversold,-4.4920,Sell,Buy (1) ,Strong Sell,7800,+1.89,KCHOL,2023-03-22,SAT,78.47,SAT,81.01,SAT,80.68,AL,77.79,AL,73.59,AL,58.92,neutral,Buy (6)
40.470,Sell,30.616,Sell,6.217,Oversold,-0.043,Sell,0.1300,Less Volatility,38.451,Sell,-172.2084,Sell,-0.1693,Sell,32.309,Sell,-6.897,Sell,-91.667,Oversold,-0.3220,Sell,Buy (0) ,Strong Sell,2710,+1.12,HDFGS,2023-03-22,SAT,2.794,SAT,2.899,SAT,2.911,SAT,2.923,SAT,3.210,SAT,2.723,SAT,Buy (0)
62.357,Buy,48.946,Neutral,89.975,Overbought,0.185,Buy,0.5786,High Volatility,30.061,Buy,194.5971,Buy,0.5493,Buy,53.853,Buy,13.116,Buy,-22.072,Buy,1.8780,Buy,Buy (9) ,Strong Buy,12160,-0.98,NTHOL,2023-03-22,AL,11.774,AL,11.482,AL,11.079,AL,11.238,SAT,13.041,SAT,12.361,AL,Buy (10)
42.881,Sell,39.259,Sell,0.000,Oversold,-0.082,Sell,0.5443,Less Volatility,18.980,Neutral,-233.0325,Oversold,-0.6257,Sell,35.518,Sell,-8.863,Sell,-92.222,Oversold,-1.1300,Sell,Buy (0) ,Strong Sell,8750,-0.11,GLYHO,2023-03-22,SAT,9.274,SAT,9.480,SAT,9.396,SAT,9.424,SAT,9.766,AL,6.925,SAT,Buy (2)
45.804,Neutral,16.429,Oversold,0.000,Oversold,0.090,Buy,0.3350,Less Volatility,29.881,Sell,-143.7312,Sell,-0.2200,Sell,32.549,Sell,-3.840,Sell,-94.286,Oversold,-0.6960,Sell,Buy (1) ,Strong Sell,652,-0.46,BUCIM,2023-03-22,SAT,6.67,SAT,6.84,SAT,7.01,AL,6.38,AL,6.04,AL,4.67,SAT,Buy (5)
76.392,Overbought,71.215,Buy,100.000,Overbought,0.317,Buy,0.2836,High Volatility,73.408,Overbought,150.2035,Buy,0.8179,Buy,64.820,Buy,57.192,Buy,-3.977,Overbought,1.2600,Buy,Buy (7) ,Strong Buy,4580,+7.51,CRDFA,2023-03-22,AL,4.230,AL,3.885,AL,3.449,AL,3.272,AL,3.579,AL,2.998,AL,Buy (12)
39.567,Sell,25.139,Sell,14.378,Oversold,-0.079,Sell,0.1207,Less Volatility,25.713,Sell,-142.6524,Sell,-0.1200,Sell,25.604,Oversold,-6.460,Sell,-88.889,Oversold,-0.2040,Sell,Buy (0) ,Strong Sell,3630,+1.11,TSPOR,2023-03-22,SAT,3.664,SAT,3.756,SAT,3.764,SAT,3.921,SAT,4.349,SAT,4.599,SAT,Buy (0)
39.597,Sell,18.471,Oversold,1.830,Oversold,-0.697,Sell,1.1850,Less Volatility,33.091,Sell,-101.3374,Sell,-1.7829,Sell,32.001,Sell,-18.780,Sell,-91.240,Oversold,-2.0040,Sell,Buy (0) ,Strong Sell,16730,+0.12,TUKAS,2023-03-22,SAT,17.364,SAT,18.065,SAT,18.998,SAT,19.216,SAT,20.522,AL,15.595,SAT,Buy (2)
40.351,Sell,28.394,Sell,3.806,Oversold,-0.660,Sell,1.2071,Less Volatility,34.102,Sell,-141.7238,Sell,-1.5714,Sell,32.585,Sell,-7.997,Sell,-88.755,Oversold,-2.8320,Sell,Buy (0) ,Strong Sell,2878,-0.55,ENJSA,2023-03-22,SAT,29.51,SAT,30.48,SAT,31.16,SAT,31.67,SAT,30.09,AL,23.12,SAT,Buy (2)
70.548,Buy,74.200,Buy,61.676,Buy,13.620,Buy,11.6536,High Volatility,52.515,Buy,105.8358,Buy,20.0321,Buy,57.406,Buy,61.937,Buy,-17.893,Overbought,37.0700,Buy,Buy (10) ,Strong Buy,14190,+3.96,SDTTR,2023-03-22,AL,140.26,AL,126.65,AL,110.00,AL,96.99,AL,49.23,AL,24.62,AL,Buy (12)
48.058,Neutral,32.562,Sell,31.280,Sell,-0.029,Sell,0.3964,High Volatility,36.291,Buy,-83.1701,Sell,-0.0379,Sell,38.946,Sell,-6.625,Sell,-72.222,Sell,-0.0920,Sell,Buy (1) ,Strong Sell,5900,-0.67,MERKO,2023-03-22,SAT,6.028,SAT,6.084,SAT,6.010,SAT,6.095,SAT,6.967,AL,5.772,SAT,Buy (1)
36.221,Sell,17.117,Oversold,11.557,Oversold,-0.340,Sell,0.3450,Less Volatility,37.477,Sell,-124.7539,Sell,-0.4714,Sell,22.066,Oversold,-10.606,Sell,-92.568,Oversold,-0.7020,Sell,Buy (0) ,Strong Sell,589,+1.38,PSGYO,2023-03-22,SAT,6.02,SAT,6.40,SAT,6.51,SAT,7.19,SAT,7.87,SAT,5.92,SAT,Buy (0)
48.069,Neutral,36.428,Sell,0.000,Oversold,0.002,Buy,0.1129,Less Volatility,30.521,Sell,-108.7121,Sell,-0.0250,Sell,33.189,Sell,2.010,Buy,-78.571,Sell,-0.0480,Sell,Buy (2) ,Strong Sell,2040,+0.49,EUHOL,2023-03-22,SAT,2.080,SAT,2.096,SAT,2.062,SAT,2.064,SAT,2.107,AL,1.748,SAT,Buy (3)
52.577,Neutral,41.828,Sell,9.671,Oversold,0.090,Buy,0.1314,Less Volatility,41.071,Sell,-38.2688,Neutral,-0.0279,Sell,34.639,Sell,15.135,Buy,-47.619,Neutral,-0.0860,Sell,Buy (2) ,Sell,213,+1.43,FORMT,2023-03-22,SAT,2.20,SAT,2.26,AL,2.12,AL,1.94,AL,2.00,AL,1.88,AL,Buy (8)
39.913,Sell,21.507,Sell,0.000,Oversold,-0.530,Sell,1.2107,Less Volatility,36.180,Sell,-149.6681,Sell,-1.8571,Sell,26.369,Oversold,-14.216,Sell,-97.436,Oversold,-2.2880,Sell,Buy (0) ,Strong Sell,10500,-0.57,FLAP,2023-03-22,SAT,11.264,SAT,12.279,SAT,12.467,SAT,12.736,SAT,11.051,AL,8.384,SAT,Buy (2)
39.018,Sell,21.165,Sell,0.000,Oversold,-1.080,Sell,2.0700,Less Volatility,30.948,Sell,-137.8159,Sell,-3.2700,Sell,33.444,Sell,-8.165,Sell,-98.009,Oversold,-4.9340,Sell,Buy (0) ,Strong Sell,3478,+0.35,TKFEN,2023-03-22,SAT,36.11,SAT,38.18,SAT,38.02,SAT,39.47,SAT,40.72,AL,33.97,SAT,Buy (1)
44.914,Sell,20.234,Sell,0.000,Oversold,0.000,Neutral,0.1364,Less Volatility,36.080,Sell,-108.7179,Sell,-0.0886,Sell,39.742,Sell,-2.655,Sell,-93.443,Oversold,-0.1620,Sell,Buy (0) ,Strong Sell,220,0.00,SEGYO,2023-03-22,SAT,2.27,SAT,2.33,SAT,2.33,SAT,2.23,SAT,2.41,AL,1.83,SAT,Buy (2)
32.729,Sell,21.326,Sell,0.000,Oversold,-0.494,Sell,0.4636,Less Volatility,60.430,Sell,-153.5566,Sell,-0.9550,Sell,21.449,Oversold,-9.868,Sell,-99.563,Oversold,-1.3980,Sell,Buy (0) ,Strong Sell,10960,-0.90,VESBE,2023-03-22,SAT,11.378,SAT,11.802,SAT,12.149,SAT,12.916,SAT,12.334,AL,10.765,SAT,Buy (1)
39.313,Sell,28.591,Sell,6.206,Oversold,-11.840,Sell,11.5857,Less Volatility,41.859,Sell,-189.4995,Sell,-18.0500,Sell,27.014,Oversold,-10.773,Sell,-92.887,Oversold,-29.4380,Sell,Buy (0) ,Strong Sell,19980,+0.96,GUBRF,2023-03-22,SAT,208.40,SAT,218.31,SAT,222.74,SAT,247.25,SAT,226.17,AL,164.59,SAT,Buy (2)
58.807,Buy,39.170,Sell,72.972,Buy,0.140,Buy,2.7750,High Volatility,28.527,Buy,230.8608,Overbought,4.6071,Buy,64.462,Buy,12.870,Buy,-29.572,Buy,12.7320,Buy,Buy (9) ,Strong Buy,6125,-4.30,FENER,2023-03-22,AL,57.93,AL,55.80,AL,55.10,AL,58.21,SAT,64.31,AL,58.31,AL,Buy (11)
55.698,Buy,47.550,Neutral,41.927,Sell,2.520,Buy,5.8036,Less Volatility,20.539,Neutral,0.5200,Neutral,0.0000,Neutral,42.872,Sell,-5.120,Sell,-48.607,Neutral,4.6020,Buy,Buy (3) ,Neutral,8770,+1.27,SMRTG,2023-03-22,SAT,87.66,AL,85.90,AL,83.90,AL,78.03,SAT,89.66,AL,56.94,AL,Buy (10)
47.044,Neutral,45.946,Neutral,41.727,Sell,-0.127,Sell,0.2871,Less Volatility,24.592,Neutral,-57.8366,Sell,0.0000,Neutral,38.256,Sell,-2.381,Sell,-59.459,Sell,-0.0080,Sell,Buy (0) ,Strong Sell,6160,+1.32,PENGD,2023-03-22,SAT,6.228,SAT,6.221,AL,6.145,SAT,6.613,SAT,7.388,SAT,6.883,SAT,Buy (1)
43.446,Sell,26.904,Sell,0.000,Oversold,-0.110,Sell,0.4400,Less Volatility,32.793,Sell,-111.7054,Sell,-0.2421,Sell,29.944,Oversold,-2.907,Sell,-90.714,Oversold,-0.5000,Sell,Buy (0) ,Strong Sell,669,+0.15,PRDGS,2023-03-22,SAT,6.96,SAT,7.15,SAT,7.01,SAT,7.36,SAT,9.30,AL,6.20,SAT,Buy (1)
70.430,Buy,54.108,Neutral,100.000,Overbought,0.639,Buy,0.7807,High Volatility,38.992,Buy,187.6483,Buy,1.2486,Buy,52.610,Buy,27.883,Buy,-4.615,Overbought,2.4780,Buy,Buy (8) ,Strong Buy,12150,+6.86,KRSTL,2023-03-22,AL,11.134,AL,10.966,AL,10.181,AL,9.304,AL,8.673,AL,7.692,AL,Buy (12)
53.190,Neutral,29.887,Sell,14.701,Oversold,4.690,Buy,9.5143,Less Volatility,24.887,Sell,-144.0463,Sell,-3.0357,Sell,40.809,Sell,0.329,Buy,-75.570,Sell,-8.1560,Sell,Buy (2) ,Strong Sell,18250,+2.07,TOASO,2023-03-22,SAT,184.12,SAT,188.97,SAT,183.96,AL,167.65,AL,150.80,AL,116.26,AL,Buy (7)
40.708,Sell,43.070,Sell,69.338,Buy,-0.151,Sell,0.1786,Less Volatility,19.947,Neutral,-147.5507,Sell,-0.1243,Sell,32.784,Sell,-9.744,Sell,-59.524,Sell,-0.3860,Sell,Buy (1) ,Strong Sell,3520,+8.64,MARTI,2023-03-22,AL,3.478,SAT,3.637,SAT,3.699,SAT,3.939,SAT,5.698,SAT,4.356,SAT,Buy (2)
41.507,Sell,28.047,Sell,28.229,Sell,-0.320,Sell,0.4607,Less Volatility,30.911,Sell,-122.4669,Sell,-0.3407,Sell,31.663,Sell,-12.231,Sell,-83.226,Oversold,-0.5520,Sell,Buy (0) ,Strong Sell,776,+0.39,HUNER,2023-03-22,SAT,7.96,SAT,8.07,SAT,8.24,SAT,8.87,SAT,10.36,AL,7.14,SAT,Buy (2)
48.987,Neutral,21.436,Sell,16.265,Oversold,0.010,Buy,0.1507,Less Volatility,22.719,Sell,-77.4082,Sell,-0.0393,Sell,31.855,Sell,0.631,Buy,-81.633,Oversold,-0.0460,Sell,Buy (2) ,Strong Sell,318,+0.63,KLSYN,2023-03-22,SAT,3.22,SAT,3.27,SAT,3.23,AL,3.17,SAT,3.51,AL,3.14,SAT,Buy (3)
70.557,Buy,74.986,Buy,45.906,Neutral,10.820,Buy,5.6779,High Volatility,47.245,Buy,118.1291,Buy,7.0943,Buy,51.252,Buy,61.757,Buy,-8.734,Overbought,17.5320,Buy,Buy (9)  ,Strong Buy,6590,+3.78,BVSAN,2023-03-22,AL,63.11,AL,59.93,AL,51.91,AL,27.85,AL,13.93,AL,6.96,AL,Buy (12)
47.291,Neutral,22.343,Sell,22.959,Oversold,-0.021,Sell,0.1093,Less Volatility,24.667,Sell,-76.8838,Sell,0.0000,Neutral,38.384,Sell,-1.370,Sell,-78.788,Sell,-0.0580,Sell,Buy (0) ,Strong Sell,2150,+1.42,AKYHO,2023-03-22,AL,2.156,SAT,2.201,SAT,2.185,SAT,2.230,SAT,2.571,SAT,2.246,SAT,Buy (1)
52.860,Neutral,26.346,Sell,26.014,Sell,0.160,Buy,0.8729,High Volatility,34.828,Buy,-48.0000,Neutral,0.0000,Neutral,34.174,Sell,7.742,Buy,-64.417,Sell,-0.0700,Sell,Buy (3) ,Sell,1334,+3.09,PLTUR,2023-03-22,SAT,13.44,SAT,13.56,AL,13.11,AL,12.91,AL,9.04,AL,4.52,AL,Buy (10)
57.808,Buy,57.440,Buy,0.000,Oversold,1.150,Buy,1.1429,Less Volatility,38.516,Sell,0.7105,Neutral,0.0000,Neutral,45.937,Sell,12.937,Buy,-48.211,Neutral,0.2320,Buy,Buy (5) ,Buy,1811,-0.77,BOBET,2023-03-22,SAT,18.94,SAT,18.76,AL,17.19,AL,15.02,AL,14.15,AL,10.44,AL,Buy (8)
49.433,Neutral,48.043,Neutral,30.915,Sell,0.010,Buy,1.7743,Less Volatility,40.117,Sell,-18.9143,Neutral,0.0000,Neutral,35.110,Sell,8.516,Buy,-53.075,Neutral,-0.8820,Sell,Buy (2) ,Sell,3364,+0.78,ULKER,2023-03-22,SAT,35.05,SAT,35.11,AL,33.00,SAT,35.17,SAT,34.88,AL,26.29,SAT,Buy (4)
80.989,Overbought,48.328,Neutral,100.000,Overbought,0.447,Buy,0.3507,High Volatility,59.662,Buy,218.9578,Overbought,1.3107,Buy,70.942,Overbought,49.242,Buy,-19.403,Overbought,2.4780,Buy,Buy (5) ,Buy,5870,0.00,ANELE,2023-03-22,AL,5.280,AL,4.715,AL,4.282,AL,3.915,AL,4.053,AL,3.506,AL,Buy (12)
50.138,Neutral,24.794,Sell,40.208,Sell,-0.026,Sell,0.3579,High Volatility,24.070,Buy,-38.7763,Neutral,-0.0007,Sell,37.513,Sell,-0.628,Sell,-61.538,Sell,0.0360,Buy,Buy (2) ,Strong Sell,4760,-1.86,MEPET,2023-03-22,AL,4.598,SAT,4.813,AL,4.746,AL,4.729,SAT,5.135,AL,4.407,AL,Buy (8)
41.255,Sell,23.377,Sell,7.653,Oversold,-0.116,Sell,0.3343,Less Volatility,35.043,Sell,-125.7523,Sell,-0.4250,Sell,25.698,Oversold,-4.762,Sell,-90.909,Oversold,-0.7060,Sell,Buy (0) ,Strong Sell,5600,+1.45,ISFIN,2023-03-22,SAT,5.776,SAT,6.142,SAT,6.040,SAT,6.172,SAT,7.380,SAT,6.620,SAT,Buy (0)
48.176,Neutral,28.095,Sell,0.000,Oversold,0.071,Buy,0.2929,Less Volatility,24.866,Sell,-110.0571,Sell,-0.1986,Sell,28.991,Oversold,7.561,Buy,-73.016,Sell,-0.2300,Sell,Buy (2) ,Strong Sell,4400,-0.68,AKENR,2023-03-22,SAT,4.588,SAT,4.707,SAT,4.507,AL,4.331,SAT,4.710,AL,3.429,SAT,Buy (4)
47.637,Neutral,26.523,Sell,13.622,Oversold,0.005,Buy,0.0779,Less Volatility,32.750,Sell,-84.4445,Sell,-0.0336,Sell,41.139,Sell,1.961,Buy,-78.788,Sell,-0.0520,Sell,Buy (2) ,Strong Sell,1560,+1.96,IHEVA,2023-03-22,SAT,1.588,SAT,1.636,SAT,1.589,SAT,1.566,SAT,1.774,AL,1.456,SAT,Buy (2)
40.038,Sell,19.949,Oversold,0.000,Oversold,-0.269,Sell,1.0743,Less Volatility,49.516,Sell,-152.3198,Sell,-1.8607,Sell,28.385,Oversold,-16.077,Sell,-97.817,Oversold,-3.1360,Sell,Buy (0) ,Strong Sell,17120,-0.47,KRDMA,2023-03-22,SAT,17.830,SAT,18.650,SAT,19.552,SAT,18.471,AL,15.982,AL,12.604,SAT,Buy (4)
45.548,Neutral,28.717,Sell,59.748,Buy,-0.382,Sell,0.6771,High Volatility,21.317,Buy,-14.9039,Neutral,0.0000,Neutral,33.263,Sell,-1.555,Sell,-72.201,Sell,0.5900,Buy,Buy (3) ,Sell,8230,-2.60,HATEK,2023-03-22,AL,8.050,AL,8.199,AL,8.216,SAT,9.292,SAT,10.109,SAT,8.660,SAT,Buy (5)
33.035,Sell,33.128,Sell,0.000,Oversold,-0.540,Sell,0.5521,Less Volatility,23.972,Sell,-210.1654,Oversold,-1.2857,Sell,22.534,Oversold,-17.241,Sell,-97.951,Oversold,-1.9920,Sell,Buy (0) ,Strong Sell,1058,-0.66,KERVT,2023-03-22,SAT,11.24,SAT,11.78,SAT,12.05,SAT,12.88,SAT,13.38,AL,10.45,SAT,Buy (1)
55.545,Buy,51.563,Neutral,33.506,Sell,2.580,Buy,5.4071,High Volatility,25.951,Neutral,15.6689,Neutral,0.0000,Neutral,40.514,Sell,0.212,Buy,-49.375,Neutral,0.8560,Buy,Buy (4) ,Buy,14120,+0.64,BIMAS,2023-03-22,SAT,143.26,AL,141.70,AL,139.51,AL,133.70,AL,133.55,AL,119.29,AL,Buy (11)
54.109,Neutral,52.442,Neutral,63.551,Buy,0.101,Buy,0.3729,Less Volatility,20.856,Sell,-7.9521,Neutral,0.0000,Neutral,40.546,Sell,-0.126,Sell,-43.000,Buy,0.2000,Buy,Buy (4) ,Buy,7890,+0.38,DGNMO,2023-03-22,AL,7.872,AL,7.829,AL,7.849,AL,7.515,AL,7.399,AL,5.247,AL,Buy (12)
49.117,Neutral,25.412,Sell,9.201,Oversold,2.290,Buy,7.4571,High Volatility,30.575,Sell,-125.3438,Sell,-5.7643,Sell,35.430,Sell,-0.572,Sell,-85.121,Oversold,-10.6960,Sell,Buy (1) ,Strong Sell,12210,+2.61,ARCLK,2023-03-22,SAT,124.56,SAT,128.13,SAT,126.81,AL,115.52,AL,104.58,AL,88.00,neutral,Buy (6)
38.979,Sell,27.650,Sell,40.150,Sell,-1.370,Sell,1.4157,Less Volatility,44.801,Sell,-131.5460,Sell,-1.1743,Sell,34.621,Sell,-8.916,Sell,-76.136,Sell,-3.3300,Sell,Buy (0) ,Strong Sell,31360,+4.19,AKSEN,2023-03-22,SAT,31.368,SAT,32.524,SAT,33.749,SAT,35.737,SAT,41.716,SAT,36.155,SAT,Buy (0)
55.703,Buy,54.431,Neutral,6.489,Oversold,0.810,Buy,1.4957,High Volatility,28.957,Sell,11.1333,Neutral,0.0000,Neutral,44.842,Sell,6.800,Buy,-42.321,Buy,0.3780,Buy,Buy (5) ,Buy,2910,+0.69,SOKM,2023-03-22,SAT,29.55,SAT,29.42,AL,28.01,AL,26.88,AL,25.95,AL,21.46,AL,Buy (8)
73.188,Buy,69.709,Buy,72.455,Buy,33.980,Buy,26.9143,High Volatility,51.104,Buy,152.9451,Buy,73.1000,Buy,63.786,Buy,55.335,Buy,-4.743,Overbought,126.1040,Buy,Buy (10) ,Strong Buy,38160,+7.46,ALFAS,2023-03-22,AL,353.40,AL,318.19,AL,275.23,AL,244.54,AL,204.90,AL,102.45,AL,Buy (12)
46.809,Neutral,24.343,Sell,2.550,Oversold,0.180,Buy,1.8100,Less Volatility,30.147,Sell,-64.9681,Sell,-0.6543,Sell,28.505,Oversold,1.898,Buy,-81.622,Oversold,-1.7560,Sell,Buy (2) ,Sell,2800,+0.72,SNICA,2023-03-22,SAT,28.81,SAT,29.76,SAT,29.00,SAT,28.51,AL,24.26,AL,12.13,SAT,Buy (4)
43.706,Sell,13.460,Oversold,22.695,Oversold,-0.071,Sell,0.1143,Less Volatility,23.740,Sell,-87.1671,Sell,-0.0543,Sell,29.748,Oversold,-4.467,Sell,-80.488,Oversold,-0.1060,Sell,Buy (0) ,Strong Sell,2770,+1.47,DZGYO,2023-03-22,AL,2.754,SAT,2.832,SAT,2.858,SAT,2.987,SAT,3.461,SAT,2.981,SAT,Buy (2)
61.599,Buy,69.319,Buy,78.168,Overbought,0.670,Buy,1.3650,High Volatility,51.690,Buy,118.6968,Buy,0.8507,Buy,46.730,Sell,29.570,Buy,-18.261,Overbought,2.6660,Buy,Buy (8) ,Strong Buy,1834,-0.54,OZSUB,2023-03-22,AL,18.31,AL,17.37,AL,16.12,AL,16.19,AL,13.18,AL,6.59,AL,Buy (12)
40.276,Sell,27.360,Sell,3.282,Oversold,-0.053,Sell,0.1207,Less Volatility,51.427,Sell,-127.2162,Sell,-0.2164,Sell,31.513,Sell,-10.859,Sell,-85.246,Oversold,-0.3920,Sell,Buy (0) ,Strong Sell,3530,+0.28,USAK,2023-03-22,SAT,3.606,SAT,3.713,SAT,3.906,SAT,3.751,SAT,3.975,AL,3.354,SAT,Buy (2)
51.306,Neutral,25.821,Sell,11.279,Oversold,0.036,Buy,0.1136,Less Volatility,35.214,Sell,-60.7639,Sell,-0.0121,Sell,31.477,Sell,0.000,Neutral,-68.293,Sell,0.0120,Buy,Buy (2) ,Strong Sell,2880,+1.41,ITTFH,2023-03-22,SAT,2.888,SAT,2.941,SAT,2.874,AL,2.775,SAT,3.036,AL,2.411,neutral,Buy (6)
67.138,Buy,45.250,Neutral,82.987,Overbought,0.390,Buy,0.3871,Less Volatility,35.105,Buy,162.5114,Buy,0.2000,Buy,50.106,Neutral,7.220,Buy,-16.505,Overbought,0.4260,Buy,Buy (7) ,Strong Buy,8800,+5.26,BJKAS,2023-03-22,AL,8.576,AL,8.535,AL,8.291,AL,7.321,AL,6.554,AL,5.931,AL,Buy (12)
60.790,Buy,58.731,Buy,2.505,Oversold,1.428,Buy,1.0307,High Volatility,75.738,Overbought,19.0698,Neutral,0.0829,Buy,51.475,Buy,91.886,Buy,-48.902,Neutral,-0.2740,Sell,Buy (6) ,Strong Buy,8600,+0.12,MARKA,2023-03-22,SAT,9.850,SAT,9.390,AL,7.158,AL,5.230,AL,4.716,AL,3.801,AL,Buy (8)
41.775,Sell,27.018,Sell,7.946,Oversold,-0.090,Sell,0.1964,Less Volatility,29.697,Sell,-100.3210,Sell,-0.1379,Sell,35.225,Sell,-3.357,Sell,-81.944,Oversold,-0.2460,Sell,Buy (0) ,Strong Sell,4030,+0.75,ALMAD,2023-03-22,SAT,4.084,SAT,4.242,SAT,4.207,SAT,4.393,SAT,5.210,SAT,4.289,SAT,Buy (0)
45.045,Neutral,13.585,Oversold,3.244,Oversold,-0.153,Sell,3.5750,Less Volatility,28.276,Sell,-91.7901,Sell,-2.7750,Sell,35.730,Sell,-6.583,Sell,-90.566,Oversold,-4.5960,Sell,Buy (0) ,Strong Sell,71200,+0.35,ALARK,2023-03-22,SAT,71.650,SAT,74.260,SAT,75.847,SAT,71.877,SAT,76.074,AL,61.483,SAT,Buy (2)
58.192,Buy,49.997,Neutral,31.638,Sell,2.870,Buy,5.5750,High Volatility,34.350,Neutral,45.8202,Neutral,0.2000,Buy,46.098,Sell,14.710,Buy,-40.826,Buy,3.1000,Buy,Buy (6) ,Strong Buy,7350,+6.52,YEOTK,2023-03-22,SAT,73.85,AL,70.80,AL,67.28,AL,63.10,AL,70.44,AL,47.57,AL,Buy (11)
