RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value
56.806,Buy,46.636,Neutral,71.885,Buy,0.385,Buy,1.4686,High Volatility,34.950,Buy,98.6087,Buy,0.8357,Buy,52.427,Buy,8.225,Buy,-46.584,Neutral,2.2900,Buy,Buy (9) ,Strong Buy,24980,-1.11,PKART,2023-03-22,SAT,25.164,AL,23.838,AL,22.921,AL,23.650,SAT,25.269,AL,22.031,AL,Buy (10)
44.755,Sell,30.331,Sell,48.309,Neutral,-0.520,Sell,1.1729,Less Volatility,26.733,Sell,-115.0086,Sell,-0.1700,Sell,39.802,Sell,-2.516,Sell,-67.702,Sell,-1.7260,Sell,Buy (0) ,Strong Sell,3024,+3.14,ALKIM,2023-03-22,AL,30.18,SAT,30.74,SAT,31.14,SAT,31.88,SAT,36.10,SAT,31.45,SAT,Buy (2)
44.137,Sell,28.069,Sell,5.851,Oversold,-0.109,Sell,0.4786,High Volatility,28.589,Sell,-111.7665,Sell,-0.1521,Sell,38.235,Sell,-2.791,Sell,-85.612,Oversold,-0.4520,Sell,Buy (0) ,Strong Sell,8360,+0.48,SEYKM,2023-03-22,SAT,8.604,SAT,8.710,SAT,8.648,SAT,8.905,SAT,9.903,AL,7.956,SAT,Buy (1)
40.116,Sell,21.278,Sell,0.454,Oversold,-0.545,Sell,1.7129,Less Volatility,31.749,Sell,-137.3263,Sell,-2.1414,Sell,30.559,Sell,-7.502,Sell,-95.874,Oversold,-3.3760,Sell,Buy (0) ,Strong Sell,28440,+0.35,AYEN,2023-03-22,SAT,29.384,SAT,31.194,SAT,30.630,SAT,31.310,SAT,34.944,AL,28.349,SAT,Buy (2)
46.481,Neutral,30.496,Sell,56.772,Buy,-0.180,Sell,3.0679,Less Volatility,30.179,Neutral,-67.6425,Sell,0.0000,Neutral,40.315,Sell,-1.508,Sell,-66.667,Sell,-3.7800,Sell,Buy (1) ,Strong Sell,5870,+0.86,AKCNS,2023-03-22,SAT,58.90,SAT,59.09,SAT,60.96,SAT,59.41,AL,56.85,AL,41.78,SAT,Buy (5)
46.086,Neutral,45.483,Neutral,2.389,Oversold,-0.050,Sell,1.3514,Less Volatility,34.696,Neutral,-50.3155,Sell,-0.1671,Sell,51.475,Buy,-0.958,Sell,-89.313,Oversold,-1.8540,Sell,Buy (1) ,Sell,3512,+0.11,BTCIM,2023-03-22,SAT,36.98,SAT,36.46,SAT,35.69,SAT,36.94,SAT,38.26,AL,32.89,SAT,Buy (2)
36.320,Sell,44.237,Sell,10.104,Oversold,-0.271,Sell,0.2336,Less Volatility,45.059,Sell,-112.9607,Sell,-0.1500,Sell,51.287,Buy,-6.418,Sell,-60.748,Sell,-0.5900,Sell,Buy (1) ,Strong Sell,7290,+0.41,DMSAS,2023-03-22,SAT,7.328,SAT,7.520,SAT,7.785,SAT,8.232,SAT,8.513,SAT,7.559,SAT,Buy (0)
49.236,Neutral,56.098,Buy,15.036,Oversold,0.490,Buy,4.9214,High Volatility,33.195,Sell,-29.2068,Neutral,0.0000,Neutral,52.115,Buy,3.235,Buy,-55.615,Sell,-2.5200,Sell,Buy (4) ,Buy,10860,-0.37,MAVI,2023-03-22,SAT,112.74,SAT,111.30,AL,107.66,SAT,110.09,SAT,110.57,AL,87.82,SAT,Buy (4)
45.446,Neutral,28.327,Sell,56.169,Buy,-0.240,Sell,0.4357,Less Volatility,36.759,Sell,-55.8139,Sell,0.0000,Neutral,37.558,Sell,-5.420,Sell,-62.500,Sell,-0.2780,Sell,Buy (1) ,Strong Sell,1040,+0.97,YKSLN,2023-03-22,AL,10.41,SAT,10.53,SAT,10.82,SAT,11.21,SAT,11.42,AL,10.15,SAT,Buy (4)
41.070,Sell,34.847,Sell,82.782,Overbought,-0.289,Sell,0.2443,Less Volatility,34.842,Sell,-83.3997,Sell,0.0000,Neutral,39.466,Sell,0.000,Neutral,-64.865,Sell,-0.3020,Sell,Buy (0) ,Strong Sell,4820,+4.78,METUR,2023-03-22,SAT,4.822,SAT,4.922,SAT,5.012,SAT,5.801,SAT,6.908,SAT,5.536,SAT,Buy (1)
41.616,Sell,28.182,Sell,0.000,Oversold,-0.090,Sell,0.2714,Less Volatility,34.555,Sell,-135.9331,Sell,-0.2521,Sell,35.183,Sell,-7.703,Sell,-84.685,Oversold,-0.3620,Sell,Buy (0) ,Strong Sell,684,0.00,ORCAY,2023-03-22,SAT,6.96,SAT,7.10,SAT,7.16,SAT,7.20,SAT,8.03,SAT,6.85,SAT,Buy (0)
37.845,Sell,19.783,Oversold,6.425,Oversold,-0.556,Sell,0.6771,Less Volatility,43.126,Sell,-137.9103,Sell,-0.8321,Sell,38.760,Sell,-10.104,Sell,-93.636,Oversold,-1.4780,Sell,Buy (0) ,Strong Sell,12070,+0.67,BLCYT,2023-03-22,SAT,12.462,SAT,12.892,SAT,13.156,SAT,14.144,SAT,15.967,SAT,14.097,SAT,Buy (0)
52.374,Neutral,45.337,Neutral,10.784,Oversold,1.678,Buy,3.6700,High Volatility,32.560,Sell,5.1578,Neutral,0.0000,Neutral,43.910,Sell,6.187,Buy,-56.126,Sell,0.3640,Buy,Buy (3) ,Neutral,46160,-1.07,EPLAS,2023-03-22,SAT,47.448,SAT,47.880,AL,44.994,AL,42.470,AL,35.870,AL,26.756,AL,Buy (8)
43.100,Sell,43.945,Sell,8.902,Oversold,-0.144,Sell,0.6600,Less Volatility,32.544,Sell,-110.6594,Sell,-0.4107,Sell,46.826,Sell,-4.673,Sell,-82.422,Oversold,-1.5920,Sell,Buy (0) ,Strong Sell,9150,+1.67,BRKSN,2023-03-22,SAT,9.646,SAT,10.021,SAT,9.791,SAT,10.212,SAT,10.150,AL,7.454,SAT,Buy (2)
43.502,Sell,15.314,Oversold,17.305,Oversold,-4.610,Sell,7.0500,Less Volatility,35.471,Sell,-95.4546,Sell,-1.1643,Sell,34.377,Sell,-6.718,Sell,-83.764,Oversold,-5.5600,Sell,Buy (0) ,Strong Sell,10840,+1.50,ERCB,2023-03-22,AL,108.26,SAT,111.78,SAT,113.15,SAT,123.79,SAT,131.24,AL,84.89,SAT,Buy (3)
40.581,Sell,16.980,Oversold,3.890,Oversold,-0.850,Sell,1.5114,High Volatility,24.732,Sell,-138.4394,Sell,-1.0014,Sell,32.453,Sell,-6.667,Sell,-94.357,Oversold,-2.5620,Sell,Buy (0) ,Strong Sell,2546,-0.24,GEDZA,2023-03-22,SAT,26.28,SAT,27.04,SAT,27.29,SAT,29.03,SAT,30.96,SAT,27.63,SAT,Buy (0)
45.011,Neutral,20.606,Sell,8.059,Oversold,-0.076,Sell,0.2993,Less Volatility,31.380,Sell,-80.6373,Sell,-0.1721,Sell,34.966,Sell,-1.549,Sell,-80.000,Oversold,-0.3220,Sell,Buy (0) ,Strong Sell,6970,+0.58,GSDDE,2023-03-22,SAT,7.056,SAT,7.319,SAT,7.233,SAT,7.340,SAT,7.685,AL,6.095,SAT,Buy (2)
44.024,Sell,14.587,Oversold,0.000,Oversold,-0.099,Sell,1.2207,High Volatility,30.081,Sell,-102.9451,Sell,-1.1529,Sell,36.547,Sell,-2.770,Sell,-95.977,Oversold,-1.3140,Sell,Buy (0) ,Strong Sell,14400,-0.55,SILVR,2023-03-22,SAT,14.864,SAT,15.434,SAT,15.382,SAT,14.926,SAT,18.099,SAT,21.275,SAT,Buy (0)
54.498,Neutral,26.066,Sell,15.043,Oversold,0.918,Buy,1.9457,Less Volatility,31.092,Buy,-35.1598,Neutral,0.0000,Neutral,44.556,Sell,-8.551,Sell,-71.250,Sell,1.3920,Buy,Buy (3) ,Sell,25940,+0.46,RYSAS,2023-03-22,AL,25.796,AL,25.820,SAT,25.910,AL,22.453,AL,20.966,AL,15.255,AL,Buy (11)
45.779,Neutral,21.224,Sell,24.744,Oversold,-0.270,Sell,0.7664,Less Volatility,25.831,Sell,-75.1051,Sell,-0.1264,Sell,36.911,Sell,-6.841,Sell,-77.143,Sell,-0.1400,Sell,Buy (0) ,Strong Sell,1569,+1.55,PAPIL,2023-03-22,AL,15.60,SAT,16.08,SAT,16.00,SAT,16.55,SAT,18.54,SAT,16.71,SAT,Buy (1)
47.121,Neutral,16.995,Oversold,7.353,Oversold,0.040,Buy,0.7821,High Volatility,22.943,Sell,-82.8499,Sell,-0.4386,Sell,31.240,Sell,-1.535,Sell,-85.668,Oversold,-0.7180,Sell,Buy (1) ,Strong Sell,825,+0.86,DERIM,2023-03-22,SAT,8.44,SAT,9.01,SAT,8.69,SAT,8.35,SAT,9.09,AL,8.05,SAT,Buy (2)
47.554,Neutral,21.870,Sell,50.236,Neutral,-0.270,Sell,0.5200,High Volatility,25.605,Sell,-69.1049,Sell,0.0000,Neutral,42.499,Sell,-1.859,Sell,-64.878,Sell,-0.5460,Sell,Buy (0) ,Strong Sell,792,+10.00,SMART,2023-03-22,AL,7.67,SAT,8.02,SAT,7.98,SAT,8.60,SAT,9.62,SAT,7.97,SAT,Buy (3)
41.916,Sell,16.022,Oversold,2.400,Oversold,-1.105,Sell,2.6393,Less Volatility,30.772,Sell,-129.6456,Sell,-1.9500,Sell,29.833,Oversold,-6.460,Sell,-94.475,Oversold,-3.4440,Sell,Buy (0) ,Strong Sell,51400,+0.19,TMSN,2023-03-22,SAT,52.200,SAT,54.010,SAT,54.327,SAT,55.923,SAT,62.707,SAT,57.679,SAT,Buy (0)
60.512,Buy,68.208,Buy,51.873,Neutral,1.220,Buy,1.3700,High Volatility,36.436,Neutral,48.7247,Neutral,0.5929,Buy,57.536,Buy,23.717,Buy,-30.199,Buy,1.0080,Buy,Buy (8) ,Strong Buy,2182,+0.83,CUSAN,2023-03-22,SAT,22.24,SAT,21.74,AL,19.75,AL,18.55,AL,19.27,AL,15.78,AL,Buy (9)
45.455,Neutral,26.746,Sell,26.962,Sell,-0.450,Sell,1.4143,Less Volatility,29.802,Sell,-93.4661,Sell,-0.2486,Sell,33.838,Sell,1.867,Buy,-68.807,Sell,-0.8740,Sell,Buy (1) ,Strong Sell,2290,+1.60,GLCVY,2023-03-22,SAT,23.12,SAT,23.78,SAT,23.48,SAT,24.69,SAT,26.65,AL,20.46,SAT,Buy (2)
37.103,Sell,20.954,Sell,1.972,Oversold,-0.597,Sell,0.9329,Less Volatility,24.909,Sell,-199.6965,Sell,-1.4200,Sell,20.480,Oversold,-9.833,Sell,-99.043,Oversold,-2.0960,Sell,Buy (0) ,Strong Sell,20580,+0.39,INVEO,2023-03-22,SAT,21.244,SAT,21.860,SAT,22.254,SAT,23.003,SAT,26.686,SAT,21.724,SAT,Buy (0)
59.901,Buy,47.158,Neutral,24.141,Oversold,1.720,Buy,1.8557,Less Volatility,38.913,Buy,19.4868,Neutral,0.0000,Neutral,49.184,Neutral,3.706,Buy,-46.970,Neutral,1.2740,Buy,Buy (5) ,Buy,3740,+2.75,MAGEN,2023-03-22,SAT,37.65,SAT,37.84,AL,36.58,AL,31.85,AL,32.14,AL,23.28,AL,Buy (10)
70.143,Buy,71.991,Buy,55.745,Buy,14.240,Buy,9.9214,High Volatility,46.837,Buy,115.5922,Buy,23.0893,Buy,59.902,Buy,65.185,Buy,-10.483,Overbought,36.3740,Buy,Buy (10) ,Strong Buy,13380,+9.94,ONCSM,2023-03-22,AL,124.08,AL,116.44,AL,99.26,AL,80.47,AL,40.64,AL,20.32,AL,Buy (12)
35.908,Sell,20.762,Sell,9.731,Oversold,-0.633,Sell,0.6879,Less Volatility,44.018,Sell,-116.0508,Sell,-1.0750,Sell,25.200,Oversold,-9.989,Sell,-86.667,Oversold,-1.5140,Sell,Buy (0) ,Strong Sell,15680,+0.51,MNDTR,2023-03-22,SAT,15.862,SAT,16.666,SAT,17.069,SAT,17.908,SAT,21.411,SAT,21.298,SAT,Buy (0)
41.954,Sell,22.721,Sell,12.029,Oversold,-0.430,Sell,1.3521,Less Volatility,27.912,Sell,-109.1638,Sell,-0.7164,Sell,36.104,Sell,-5.899,Sell,-86.940,Oversold,-2.2340,Sell,Buy (0) ,Strong Sell,2042,+1.69,TEZOL,2023-03-22,SAT,20.78,SAT,21.74,SAT,21.66,SAT,22.29,SAT,24.79,AL,18.05,SAT,Buy (2)
32.363,Sell,27.706,Sell,7.428,Oversold,-1.560,Sell,1.4229,Less Volatility,64.009,Sell,-166.9789,Sell,-2.9929,Sell,20.163,Oversold,-18.833,Sell,-92.893,Oversold,-5.5920,Sell,Buy (0) ,Strong Sell,28180,+1.00,EGSER,2023-03-22,SAT,29.268,SAT,30.606,SAT,33.320,SAT,34.106,SAT,34.836,SAT,32.502,SAT,Buy (0)
70.285,Buy,77.850,Buy,14.906,Oversold,1.008,Buy,0.6993,Less Volatility,55.678,Buy,69.5689,Buy,0.2900,Buy,56.799,Buy,12.033,Buy,-19.565,Overbought,1.2920,Buy,Buy (9) ,Strong Buy,17700,+0.17,AVHOL,2023-03-22,SAT,17.812,AL,17.632,AL,16.481,AL,14.551,AL,13.342,AL,10.552,AL,Buy (11)
41.771,Sell,28.278,Sell,26.858,Sell,-0.360,Sell,0.6257,Less Volatility,42.437,Sell,-135.5211,Sell,-0.5686,Sell,35.063,Sell,-3.628,Sell,-82.456,Oversold,-1.2620,Sell,Buy (0) ,Strong Sell,1778,+2.18,ANHYT,2023-03-22,SAT,17.95,SAT,18.44,SAT,18.59,SAT,19.11,SAT,19.29,AL,16.50,SAT,Buy (2)
40.642,Sell,18.467,Oversold,8.301,Oversold,-1.010,Sell,2.7607,Less Volatility,31.244,Sell,-135.5251,Sell,-3.3750,Sell,25.281,Oversold,-9.422,Sell,-89.199,Oversold,-6.2840,Sell,Buy (0) ,Strong Sell,5955,+1.02,ALGYO,2023-03-22,SAT,60.46,SAT,63.36,SAT,64.07,SAT,63.68,SAT,68.59,AL,54.12,SAT,Buy (2)
36.692,Sell,35.882,Sell,0.727,Oversold,-0.350,Sell,0.6957,Less Volatility,39.597,Sell,-168.1353,Sell,-1.0186,Sell,31.906,Sell,-14.098,Sell,-81.967,Oversold,-1.5440,Sell,Buy (0) ,Strong Sell,1307,-0.15,SAFKR,2023-03-22,SAT,13.51,SAT,14.16,SAT,14.49,SAT,14.62,SAT,15.63,AL,12.40,SAT,Buy (2)
67.081,Buy,27.012,Sell,100.000,Overbought,-0.060,Sell,5.5214,High Volatility,30.491,Buy,365.9872,Overbought,13.1000,Buy,54.711,Buy,14.099,Buy,-18.008,Overbought,23.8520,Buy,Buy (6) ,Strong Buy,14050,+5.40,PKENT,2023-03-22,AL,126.92,AL,124.62,AL,123.36,AL,129.14,SAT,145.00,SAT,141.35,AL,Buy (9)
42.399,Sell,18.858,Oversold,11.981,Oversold,-0.310,Sell,0.9621,High Volatility,20.498,Sell,-113.6281,Sell,-0.8707,Sell,27.392,Oversold,-13.811,Sell,-88.379,Oversold,-1.4360,Sell,Buy (0) ,Strong Sell,1522,-1.17,KNFRT,2023-03-22,SAT,15.59,SAT,16.13,SAT,16.41,SAT,16.55,SAT,15.92,AL,13.10,SAT,Buy (2)
38.115,Sell,20.535,Sell,2.336,Oversold,-2.430,Sell,3.2393,Less Volatility,52.500,Sell,-100.0071,Sell,-4.1200,Sell,32.994,Sell,-17.033,Sell,-88.631,Oversold,-5.4860,Sell,Buy (0) ,Strong Sell,4978,-0.28,HKTM,2023-03-22,SAT,50.93,SAT,52.98,SAT,55.34,SAT,58.16,SAT,71.21,AL,46.38,SAT,Buy (1)
34.645,Sell,24.022,Sell,10.017,Oversold,-1.170,Sell,1.4343,Less Volatility,41.483,Sell,-165.0911,Sell,-2.9929,Sell,19.934,Oversold,-17.049,Sell,-94.413,Oversold,-4.8520,Sell,Buy (0) ,Strong Sell,2532,+1.69,NETAS,2023-03-22,SAT,26.34,SAT,28.24,SAT,28.85,SAT,30.10,SAT,34.15,SAT,28.10,SAT,Buy (0)
44.728,Sell,19.022,Oversold,1.610,Oversold,-1.300,Sell,6.7143,Less Volatility,22.707,Sell,-110.9868,Sell,-3.6250,Sell,33.383,Sell,-18.839,Sell,-95.082,Oversold,-5.0760,Sell,Buy (0) ,Strong Sell,9635,-0.82,KMPUR,2023-03-22,SAT,98.74,SAT,100.54,SAT,103.98,SAT,101.48,SAT,111.00,AL,77.75,SAT,Buy (2)
44.565,Sell,33.424,Sell,11.358,Oversold,0.010,Buy,1.2936,High Volatility,31.740,Sell,-64.7276,Sell,-0.4379,Sell,30.027,Sell,0.000,Neutral,-85.106,Oversold,-1.2840,Sell,Buy (1) ,Strong Sell,2042,+1.59,EDATA,2023-03-22,SAT,21.23,SAT,21.65,SAT,21.18,SAT,21.27,SAT,23.88,AL,19.79,SAT,Buy (1)
31.142,Sell,20.238,Sell,8.595,Oversold,-0.465,Sell,0.3229,Less Volatility,54.623,Sell,-142.9890,Sell,-0.6207,Sell,22.914,Oversold,-13.158,Sell,-93.258,Oversold,-1.1020,Sell,Buy (0) ,Strong Sell,6920,+0.73,ICBCT,2023-03-22,SAT,7.102,SAT,7.495,SAT,7.750,SAT,8.604,SAT,8.778,SAT,7.542,SAT,Buy (0)
50.285,Neutral,23.143,Sell,5.023,Oversold,0.057,Buy,0.2907,High Volatility,45.458,Buy,-90.6936,Sell,-0.0536,Sell,37.253,Sell,4.620,Buy,-81.333,Oversold,-0.0740,Sell,Buy (3) ,Sell,3190,-1.24,AVTUR,2023-03-22,SAT,3.224,SAT,3.350,SAT,3.185,AL,3.042,SAT,3.236,AL,2.816,SAT,Buy (5)
38.229,Sell,18.313,Oversold,0.000,Oversold,-0.785,Sell,1.6429,Less Volatility,37.109,Sell,-136.0468,Sell,-2.7429,Sell,25.699,Oversold,-12.222,Sell,-97.590,Oversold,-3.6640,Sell,Buy (0) ,Strong Sell,26880,-2.54,PRKAB,2023-03-22,SAT,28.084,SAT,29.678,SAT,30.097,SAT,30.697,SAT,33.033,SAT,29.572,SAT,Buy (0)
39.388,Sell,20.033,Sell,0.750,Oversold,-0.300,Sell,0.5600,Less Volatility,27.758,Sell,-115.2380,Sell,-0.5757,Sell,26.448,Oversold,-6.610,Sell,-92.118,Oversold,-0.7480,Sell,Buy (0) ,Strong Sell,1200,0.00,FONET,2023-03-22,SAT,12.23,SAT,12.75,SAT,12.74,SAT,13.25,SAT,14.94,SAT,13.96,SAT,Buy (0)
44.908,Sell,36.815,Sell,6.669,Oversold,-0.045,Sell,1.4114,Less Volatility,33.759,Sell,-89.0378,Sell,-0.6529,Sell,41.870,Sell,-2.791,Sell,-81.034,Oversold,-2.0360,Sell,Buy (0) ,Strong Sell,20280,+1.40,SAMAT,2023-03-22,SAT,20.916,SAT,21.914,SAT,21.572,SAT,21.217,AL,17.443,AL,13.235,SAT,Buy (4)
61.688,Buy,67.254,Buy,42.572,Sell,0.820,Buy,1.1786,High Volatility,30.019,Neutral,56.9078,Buy,0.0000,Neutral,52.793,Buy,16.250,Buy,-25.843,Buy,1.0820,Buy,Buy (8) ,Strong Buy,1856,-1.49,HEDEF,2023-03-22,SAT,18.73,AL,18.56,AL,17.40,AL,16.07,AL,16.94,AL,12.26,AL,Buy (10)
38.678,Sell,23.952,Sell,14.696,Oversold,-0.588,Sell,0.8379,Less Volatility,24.798,Sell,-146.6285,Sell,-1.0164,Sell,29.050,Oversold,-6.477,Sell,-90.746,Oversold,-1.6040,Sell,Buy (0) ,Strong Sell,16460,+1.67,KLMSN,2023-03-22,SAT,16.850,SAT,17.548,SAT,17.615,SAT,18.784,SAT,20.587,SAT,16.675,SAT,Buy (0)
44.447,Sell,38.440,Sell,21.368,Oversold,-0.267,Sell,1.1786,Less Volatility,27.921,Sell,-169.8452,Sell,-0.6086,Sell,37.576,Sell,-5.517,Sell,-76.166,Sell,-1.6460,Sell,Buy (0) ,Strong Sell,24700,+1.90,KUYAS,2023-03-22,SAT,24.968,SAT,25.544,SAT,25.864,SAT,25.826,AL,22.463,AL,14.891,SAT,Buy (4)
34.093,Sell,32.385,Sell,0.000,Oversold,-0.900,Sell,3.8071,Less Volatility,37.991,Sell,-199.3856,Sell,-8.5714,Sell,28.644,Oversold,-14.326,Sell,-93.578,Oversold,-15.0080,Sell,Buy (0) ,Strong Sell,6100,-0.57,QUAGR,2023-03-22,SAT,65.62,SAT,69.48,SAT,71.27,SAT,67.59,SAT,65.55,AL,49.00,SAT,Buy (2)
38.940,Sell,25.102,Sell,2.106,Oversold,-0.200,Sell,0.6621,Less Volatility,42.588,Sell,-177.9217,Sell,-1.0414,Sell,26.960,Oversold,-12.721,Sell,-92.476,Oversold,-2.2540,Sell,Buy (0) ,Strong Sell,1439,+0.56,BMSCH,2023-03-22,SAT,14.80,SAT,15.33,SAT,15.79,SAT,15.37,SAT,15.64,AL,13.60,SAT,Buy (2)
47.601,Neutral,21.663,Sell,0.000,Oversold,0.790,Buy,2.9729,Less Volatility,25.207,Neutral,-113.8946,Sell,-1.5686,Sell,43.962,Sell,-14.267,Sell,-92.844,Oversold,-2.2660,Sell,Buy (1) ,Strong Sell,4020,-1.03,PNLSN,2023-03-22,SAT,40.81,SAT,42.22,SAT,42.91,AL,38.12,AL,36.72,AL,25.79,neutral,Buy (6)
55.777,Buy,44.602,Sell,90.846,Overbought,-0.011,Sell,0.2636,Less Volatility,24.191,Neutral,73.1400,Buy,0.0329,Buy,51.517,Buy,14.590,Buy,-24.359,Buy,0.1060,Buy,Buy (7) ,Strong Buy,3740,+5.35,RHEAG,2023-03-22,AL,3.602,AL,3.634,AL,3.560,AL,3.674,AL,3.620,AL,2.834,AL,Buy (12)
40.349,Sell,16.952,Oversold,0.000,Oversold,-1.206,Sell,2.6321,Less Volatility,28.461,Sell,-137.8781,Sell,-4.0429,Sell,28.039,Oversold,-12.199,Sell,-96.581,Oversold,-5.6880,Sell,Buy (0) ,Strong Sell,51200,+0.10,PARSN,2023-03-22,SAT,52.590,SAT,55.220,SAT,55.770,SAT,56.224,SAT,61.752,SAT,52.066,SAT,Buy (0)
40.446,Sell,20.311,Sell,2.781,Oversold,-0.260,Sell,1.1771,Less Volatility,46.017,Sell,-152.2094,Sell,-1.5214,Sell,27.269,Oversold,-8.801,Sell,-95.851,Oversold,-2.8140,Sell,Buy (0) ,Strong Sell,21880,+0.92,DYOBY,2023-03-22,SAT,22.420,SAT,23.478,SAT,24.258,SAT,23.164,SAT,24.111,AL,20.025,SAT,Buy (2)
41.020,Sell,20.183,Sell,14.387,Oversold,-1.670,Sell,2.6207,Less Volatility,28.794,Sell,-123.0112,Sell,-2.6293,Sell,32.210,Sell,-11.872,Sell,-88.330,Oversold,-3.9360,Sell,Buy (0) ,Strong Sell,5070,+1.20,KTSKR,2023-03-22,SAT,51.64,SAT,53.02,SAT,54.43,SAT,56.50,SAT,61.05,AL,48.64,SAT,Buy (1)
47.629,Neutral,21.813,Sell,14.132,Oversold,-0.390,Sell,3.6571,Less Volatility,30.482,Buy,-97.4598,Sell,-1.5929,Sell,28.536,Oversold,-4.866,Sell,-81.567,Oversold,-0.6440,Sell,Buy (1) ,Strong Sell,5880,-0.34,PNSUT,2023-03-22,SAT,58.90,SAT,61.08,SAT,59.75,SAT,60.39,SAT,61.44,AL,50.04,SAT,Buy (3)
56.927,Buy,56.938,Buy,78.901,Overbought,0.130,Buy,0.6286,Less Volatility,20.251,Buy,174.6935,Buy,0.0000,Neutral,45.784,Sell,1.312,Buy,-34.197,Buy,1.0680,Buy,Buy (8) ,Strong Buy,1622,+0.68,EGEPO,2023-03-22,AL,16.12,AL,15.95,AL,15.78,AL,15.62,SAT,16.30,AL,13.55,AL,Buy (11)
34.808,Sell,14.786,Oversold,1.285,Oversold,-1.580,Sell,1.9700,Less Volatility,30.770,Sell,-133.9597,Sell,-2.8743,Sell,29.785,Oversold,-17.351,Sell,-96.774,Oversold,-4.7740,Sell,Buy (0) ,Strong Sell,2816,+0.07,ELITE,2023-03-22,SAT,29.23,SAT,31.01,SAT,31.98,SAT,34.26,SAT,39.57,SAT,30.85,SAT,Buy (0)
41.323,Sell,16.572,Oversold,14.532,Oversold,-0.760,Sell,1.1414,Less Volatility,31.237,Sell,-111.5288,Sell,-1.3714,Sell,31.923,Sell,-11.699,Sell,-89.610,Oversold,-2.2600,Sell,Buy (0) ,Strong Sell,2204,+1.85,KARYE,2023-03-22,SAT,22.30,SAT,23.35,SAT,23.80,SAT,24.62,SAT,28.64,SAT,22.50,SAT,Buy (0)
32.622,Sell,17.269,Oversold,7.459,Oversold,-2.421,Sell,2.2386,Less Volatility,37.432,Sell,-125.7255,Sell,-5.2543,Sell,25.173,Oversold,-19.881,Sell,-95.748,Oversold,-7.7800,Sell,Buy (0) ,Strong Sell,40500,+1.20,DEVA,2023-03-22,SAT,41.836,SAT,44.797,SAT,46.939,SAT,49.160,SAT,52.000,SAT,43.403,SAT,Buy (0)
34.170,Sell,22.463,Sell,0.000,Oversold,-1.235,Sell,1.3814,Less Volatility,46.451,Sell,-138.6340,Sell,-1.8571,Sell,27.212,Oversold,-9.380,Sell,-92.787,Oversold,-3.8920,Sell,Buy (0) ,Strong Sell,23380,-0.43,ALKA,2023-03-22,SAT,24.148,SAT,25.662,SAT,26.293,SAT,28.377,SAT,33.233,SAT,25.397,SAT,Buy (0)
45.728,Neutral,33.646,Sell,33.021,Sell,-0.323,Sell,2.0900,High Volatility,26.391,Sell,-52.2261,Sell,-0.0914,Sell,37.811,Sell,-0.539,Sell,-70.745,Sell,-1.6560,Sell,Buy (0) ,Strong Sell,29380,-0.94,TUCLK,2023-03-22,SAT,30.068,SAT,30.668,SAT,30.389,SAT,31.487,SAT,33.907,AL,25.064,SAT,Buy (2)
40.233,Sell,25.979,Sell,12.164,Oversold,-2.490,Sell,3.4143,Less Volatility,41.980,Sell,-136.9245,Sell,-4.4500,Sell,27.408,Oversold,-7.273,Sell,-88.235,Oversold,-7.8260,Sell,Buy (0) ,Strong Sell,7120,+1.14,AYGAZ,2023-03-22,SAT,73.00,SAT,75.66,SAT,76.93,SAT,80.51,SAT,80.07,AL,61.50,SAT,Buy (2)
61.699,Buy,72.571,Buy,77.296,Overbought,0.304,Buy,0.8100,High Volatility,42.428,Buy,99.5893,Buy,0.2879,Buy,66.944,Buy,13.397,Buy,-18.305,Overbought,1.2600,Buy,Buy (9) ,Strong Buy,17850,+0.17,ARENA,2023-03-22,AL,17.842,AL,17.650,AL,16.547,AL,16.869,SAT,18.068,AL,15.900,AL,Buy (11)
34.306,Sell,41.040,Sell,11.869,Oversold,-1.390,Sell,2.9357,Less Volatility,30.389,Sell,-224.7064,Oversold,-4.3643,Sell,35.819,Sell,-7.731,Sell,-91.031,Oversold,-8.3660,Sell,Buy (0) ,Strong Sell,7270,+0.97,MPARK,2023-03-22,SAT,75.67,SAT,77.84,SAT,78.56,SAT,79.70,SAT,78.65,AL,61.02,SAT,Buy (2)
41.916,Sell,30.573,Sell,17.817,Oversold,-0.580,Sell,0.8857,Less Volatility,24.128,Sell,-109.9445,Sell,-0.4286,Sell,41.042,Sell,-4.492,Sell,-78.806,Sell,-0.8920,Sell,Buy (0) ,Strong Sell,1786,+1.36,MAKIM,2023-03-22,SAT,18.14,SAT,18.47,SAT,18.59,SAT,19.98,SAT,23.03,SAT,18.98,SAT,Buy (0)
