,RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value.1
435,69.213,Buy,78.367,Buy,53.652,Neutral,210.47,Buy,197.6714,High Volatility,44.93,Buy,76.2934,Buy,207.7356,Buy,58.126,Buy,47.386,Buy,-18.436,Overbought,396.8301,Buy,Buy (9) ,Strong Buy,2.277,0.53,POLTK,2023-03-22,SAT,2290.5,AL,2174.39,AL,1857.95,AL,1642.55,AL,1405.72,AL,1051.05,AL,Buy (11)
